"","asia","tub","smoke","lung","bronc","either","xray","dysp"
"2642","no","no","no","no","no","no","no","no"
"2643","no","no","no","no","no","no","no","no"
"2644","no","no","yes","no","yes","no","no","yes"
"2645","no","no","no","no","no","no","yes","no"
"2646","no","no","no","no","yes","no","no","yes"
"2647","no","no","no","no","no","no","no","no"
"2648","no","no","no","yes","no","yes","yes","yes"
"2649","no","no","yes","no","no","no","no","no"
"2650","no","no","no","no","no","no","no","no"
"2651","no","no","yes","no","yes","no","no","yes"
"2652","no","no","no","no","no","no","no","no"
"2653","no","no","yes","no","yes","no","yes","yes"
"2654","no","no","no","no","no","no","no","no"
"2655","no","no","yes","no","no","no","no","no"
"2656","no","no","yes","no","no","no","no","no"
"2657","no","no","yes","no","yes","no","no","no"
"2658","no","no","no","no","no","no","no","no"
"2659","no","no","yes","no","no","no","yes","no"
"2660","no","no","no","no","no","no","yes","yes"
"2661","no","no","no","no","no","no","no","no"
"2662","no","no","yes","no","no","no","no","yes"
"2663","no","no","no","no","no","no","no","no"
"2664","no","no","yes","no","yes","no","no","yes"
"2665","no","no","yes","no","yes","no","no","yes"
"2666","no","no","yes","no","yes","no","no","no"
"2667","no","no","no","no","no","no","no","yes"
"2668","no","no","yes","no","yes","no","no","yes"
"2669","no","no","yes","no","no","no","no","no"
"2670","no","yes","yes","no","no","yes","yes","yes"
"2671","no","no","yes","yes","no","yes","yes","yes"
"2672","no","no","no","no","no","no","no","no"
"2673","no","no","yes","no","yes","no","no","yes"
"2674","no","no","yes","no","yes","no","no","yes"
"2675","no","no","no","no","no","no","no","yes"
"2676","no","no","no","no","yes","no","no","no"
"2677","no","no","yes","no","yes","no","no","yes"
"2678","no","no","yes","no","no","no","no","no"
"2679","no","no","yes","no","yes","no","no","yes"
"2680","no","no","yes","yes","no","yes","yes","yes"
"2681","no","no","yes","no","yes","no","no","yes"
"2682","no","no","no","no","yes","no","no","yes"
"2683","no","no","yes","no","no","no","no","no"
"2684","no","no","no","no","yes","no","no","yes"
"2685","no","no","no","yes","no","yes","yes","yes"
"2686","no","no","no","no","no","no","yes","no"
"2687","no","no","yes","no","no","no","no","yes"
"2688","no","no","yes","no","yes","no","no","yes"
"2689","no","no","yes","no","yes","no","no","yes"
"2690","no","no","no","no","no","no","no","no"
"2691","no","no","no","no","no","no","no","no"
"2692","no","no","yes","no","yes","no","no","yes"
"2693","no","no","no","no","no","no","no","no"
"2694","no","no","no","no","no","no","no","no"
"2695","no","no","no","no","no","no","no","no"
"2696","no","no","yes","no","no","no","no","no"
"2697","no","yes","no","no","no","yes","yes","yes"
"2698","no","no","yes","no","yes","no","no","no"
"2699","no","no","yes","no","no","no","yes","no"
"2700","no","no","yes","no","yes","no","no","yes"
"2701","no","no","no","no","yes","no","no","yes"
"2702","no","no","no","no","no","no","no","no"
"2703","no","no","no","no","no","no","no","no"
"2704","no","no","yes","no","yes","no","no","yes"
"2705","no","no","no","no","yes","no","no","yes"
"2706","no","no","yes","yes","yes","yes","yes","yes"
"2707","no","no","yes","no","no","no","no","no"
"2708","no","no","no","yes","yes","yes","yes","yes"
"2709","no","no","yes","no","yes","no","yes","no"
"2710","no","no","yes","no","yes","no","no","yes"
"2711","no","no","yes","no","yes","no","no","yes"
"2712","no","no","no","no","no","no","no","no"
"2713","no","no","yes","no","no","no","no","no"
"2714","no","no","no","no","no","no","no","no"
"2715","no","no","no","no","yes","no","no","yes"
"2716","no","no","no","no","yes","no","no","yes"
"2717","no","no","no","no","no","no","no","no"
"2718","no","no","no","no","no","no","no","no"
"2719","no","no","yes","no","yes","no","no","yes"
"2720","no","no","yes","no","yes","no","no","yes"
"2721","no","no","no","no","yes","no","no","no"
"2722","no","no","no","no","no","no","no","yes"
"2723","no","no","yes","no","no","no","no","no"
"2724","no","no","no","no","no","no","no","no"
"2725","no","no","no","no","no","no","no","no"
"2726","no","no","no","no","yes","no","no","yes"
"2727","no","no","yes","no","no","no","no","no"
"2728","no","no","yes","no","no","no","yes","no"
"2729","no","no","yes","no","yes","no","no","yes"
"2730","no","no","no","no","no","no","no","no"
"2731","no","no","yes","no","yes","no","no","no"
"2732","no","no","no","no","no","no","no","no"
"2733","no","no","no","no","no","no","no","no"
"2734","no","no","no","no","no","no","no","no"
"2735","no","no","no","no","no","no","no","yes"
"2736","no","no","yes","no","no","no","no","no"
"2737","no","no","yes","no","yes","no","no","yes"
"2738","no","no","no","no","no","no","no","no"
"2739","no","no","yes","no","no","no","yes","no"
"2740","no","no","no","no","no","no","no","yes"
"2741","no","no","no","no","no","no","no","yes"
"2742","yes","no","yes","yes","no","yes","yes","no"
"2743","no","no","yes","no","yes","no","no","yes"
"2744","no","no","no","no","no","no","no","no"
"2745","no","no","no","no","yes","no","no","no"
"2746","no","no","yes","no","yes","no","no","yes"
"2747","no","no","no","no","no","no","no","no"
"2748","no","no","yes","no","no","no","no","no"
"2749","no","no","yes","no","yes","no","no","yes"
"2750","no","no","no","no","no","no","no","no"
"2751","no","no","yes","no","yes","no","no","yes"
"2752","no","no","no","no","no","no","no","no"
"2753","no","no","yes","no","yes","no","no","yes"
"2754","no","no","yes","no","yes","no","no","no"
"2755","no","no","no","no","no","no","no","no"
"2756","no","no","yes","no","no","no","no","no"
"2757","no","no","yes","no","yes","no","no","yes"
"2758","no","no","no","no","yes","no","yes","yes"
"2759","no","no","yes","no","yes","no","no","no"
"2760","no","no","no","no","no","no","no","no"
"2761","no","no","yes","no","no","no","no","no"
"2762","no","no","no","no","no","no","no","no"
"2763","no","no","yes","no","no","no","no","no"
"2764","no","no","yes","yes","yes","yes","yes","yes"
"2765","no","no","no","no","no","no","no","yes"
"2766","no","no","yes","no","yes","no","no","yes"
"2767","no","no","no","no","yes","no","no","no"
"2768","no","no","yes","no","no","no","no","yes"
"2769","no","no","yes","no","no","no","no","no"
"2770","no","no","yes","yes","no","yes","yes","yes"
"2771","no","no","yes","no","yes","no","no","no"
"2772","no","no","no","no","no","no","no","no"
"2773","no","no","no","no","yes","no","no","yes"
"2774","no","no","yes","no","no","no","no","no"
"2775","no","no","yes","no","no","no","no","no"
"2776","no","no","no","no","no","no","no","no"
"2777","no","no","yes","no","yes","no","yes","yes"
"2778","no","no","yes","no","no","no","no","yes"
"2779","no","no","yes","no","yes","no","no","yes"
"2780","no","no","yes","no","no","no","no","no"
"2781","no","no","yes","no","yes","no","no","yes"
"2782","no","no","no","no","no","no","no","no"
"2783","no","no","yes","no","yes","no","no","yes"
"2784","no","no","no","no","no","no","no","no"
"2785","no","no","no","no","no","no","no","no"
"2786","no","no","yes","no","yes","no","no","yes"
"2787","no","no","yes","no","yes","no","no","yes"
"2788","no","no","no","no","no","no","no","no"
"2789","no","no","yes","yes","no","yes","yes","yes"
"2790","no","no","yes","yes","no","yes","yes","yes"
"2791","no","no","yes","no","no","no","no","no"
"2792","no","no","yes","no","yes","no","no","no"
"2793","no","no","yes","no","no","no","no","no"
"2794","no","no","no","no","yes","no","no","no"
"2795","no","no","yes","no","yes","no","no","yes"
"2796","no","no","yes","no","yes","no","no","yes"
"2797","no","no","no","no","yes","no","no","yes"
"2798","no","no","yes","no","yes","no","yes","yes"
"2799","no","no","no","no","no","no","no","no"
"2800","no","no","yes","no","no","no","no","no"
"2801","no","no","yes","no","no","no","no","no"
"2802","no","no","yes","no","yes","no","no","yes"
"2803","no","no","no","no","no","no","no","no"
"2804","no","no","no","no","no","no","no","no"
"2805","no","no","no","no","no","no","no","no"
"2806","no","no","no","no","yes","no","no","no"
"2807","no","no","no","no","no","no","no","no"
"2808","no","no","no","no","no","no","no","yes"
"2809","no","yes","yes","yes","yes","yes","yes","yes"
"2810","no","no","no","no","no","no","no","no"
"2811","no","no","yes","no","no","no","no","no"
"2812","no","no","no","no","no","no","no","no"
"2813","no","no","yes","no","yes","no","no","no"
"2814","no","no","no","no","no","no","no","no"
"2815","no","no","no","no","yes","no","no","yes"
"2816","no","no","no","no","yes","no","no","yes"
"2817","no","no","yes","no","yes","no","no","no"
"2818","no","no","no","no","yes","no","no","yes"
"2819","no","no","yes","no","yes","no","no","yes"
"2820","no","no","no","no","no","no","no","no"
"2821","no","no","yes","no","yes","no","no","yes"
"2822","no","no","no","no","yes","no","yes","yes"
"2823","no","no","no","no","yes","no","no","yes"
"2824","no","no","yes","yes","no","yes","yes","no"
"2825","no","no","no","no","no","no","yes","yes"
"2826","no","no","yes","no","yes","no","no","no"
"2827","no","no","no","no","no","no","no","no"
"2828","no","no","no","no","no","no","yes","no"
"2829","no","no","yes","no","no","no","no","no"
"2830","no","no","no","no","no","no","no","no"
"2831","no","no","no","no","no","no","no","no"
"2832","no","no","yes","no","yes","no","no","yes"
"2833","no","no","no","no","yes","no","no","no"
"2834","no","no","yes","no","no","no","no","no"
"2835","no","no","yes","no","no","no","no","no"
"2836","no","no","yes","no","no","no","no","no"
"2837","no","no","yes","no","yes","no","no","yes"
"2838","no","no","no","yes","no","yes","yes","no"
"2839","no","no","yes","no","yes","no","no","yes"
"2840","no","no","yes","no","yes","no","no","yes"
"2841","no","no","no","no","no","no","no","no"
"2842","no","no","yes","no","no","no","no","no"
"2843","no","no","yes","no","yes","no","no","yes"
"2844","no","no","no","no","yes","no","no","no"
"2845","no","no","no","no","yes","no","no","yes"
"2846","no","no","no","no","no","no","no","yes"
"2847","no","no","no","no","no","no","no","no"
"2848","no","no","yes","no","yes","no","yes","yes"
"2849","no","no","yes","no","no","no","no","yes"
"2850","no","no","no","no","yes","no","no","yes"
"2851","no","no","yes","no","yes","no","no","yes"
"2852","no","no","no","no","yes","no","no","yes"
"2853","yes","no","yes","no","yes","no","no","yes"
"2854","no","no","no","no","no","no","no","no"
"2855","no","no","yes","no","no","no","yes","no"
"2856","no","no","yes","no","yes","no","no","yes"
"2857","no","no","yes","no","yes","no","no","yes"
"2858","no","no","no","no","no","no","no","no"
"2859","no","no","yes","no","no","no","no","no"
"2860","no","yes","no","no","no","yes","yes","no"
"2861","no","no","yes","yes","yes","yes","yes","yes"
"2862","no","no","no","no","no","no","no","no"
"2863","no","no","no","no","yes","no","no","no"
"2864","no","no","yes","no","no","no","no","no"
"2865","no","no","yes","no","yes","no","no","yes"
"2866","no","no","no","no","no","no","no","no"
"2867","no","no","no","no","no","no","yes","no"
"2868","no","no","yes","no","yes","no","no","yes"
"2869","no","no","no","no","no","no","no","yes"
"2870","no","no","yes","no","no","no","no","no"
"2871","no","no","no","no","no","no","no","no"
"2872","no","no","no","no","no","no","no","no"
"2873","no","no","yes","no","yes","no","no","yes"
"2874","no","no","yes","no","yes","no","no","yes"
"2875","no","no","yes","no","yes","no","no","yes"
"2876","no","no","no","no","no","no","yes","no"
"2877","no","no","no","no","no","no","no","no"
"2878","no","no","no","no","no","no","no","yes"
"2879","no","no","yes","no","no","no","no","no"
"2880","no","no","yes","yes","yes","yes","yes","yes"
"2881","no","no","yes","no","yes","no","no","yes"
"2882","no","no","yes","no","yes","no","no","no"
"2883","no","no","no","no","no","no","no","no"
"2884","no","no","no","no","yes","no","no","yes"
"2885","no","no","no","no","yes","no","no","yes"
"2886","no","no","yes","no","yes","no","no","no"
"2887","no","no","no","no","no","no","no","no"
"2888","no","no","no","no","no","no","no","yes"
"2889","no","no","yes","no","yes","no","no","yes"
"2890","no","no","yes","no","yes","no","no","yes"
"2891","no","no","yes","no","no","no","no","no"
"2892","no","no","no","no","yes","no","no","yes"
"2893","no","no","yes","no","yes","no","no","yes"
"2894","no","no","no","no","yes","no","no","yes"
"2895","no","no","no","no","no","no","no","no"
"2896","no","yes","yes","no","yes","yes","yes","yes"
"2897","no","no","yes","no","no","no","no","yes"
"2898","no","no","no","yes","yes","yes","yes","yes"
"2899","no","no","yes","no","yes","no","no","no"
"2900","no","no","no","no","no","no","no","no"
"2901","no","no","yes","no","no","no","no","no"
"2902","no","no","no","no","yes","no","no","yes"
"2903","no","no","no","no","no","no","no","no"
"2904","no","no","no","no","no","no","no","no"
"2905","no","no","no","no","yes","no","no","no"
"2906","no","no","no","no","no","no","no","yes"
"2907","no","no","yes","no","yes","no","no","yes"
"2908","no","no","yes","no","yes","no","no","yes"
"2909","no","no","yes","no","no","no","no","no"
"2910","no","no","no","no","yes","no","no","yes"
"2911","no","no","yes","no","no","no","no","no"
"2912","no","no","yes","no","yes","no","no","no"
"2913","no","no","yes","no","yes","no","no","yes"
"2914","no","no","yes","no","no","no","no","yes"
"2915","no","no","no","no","no","no","no","no"
"2916","no","no","no","no","yes","no","no","yes"
"2917","no","no","no","no","no","no","no","no"
"2918","no","no","yes","no","yes","no","no","yes"
"2919","no","no","no","no","no","no","no","no"
"2920","no","no","yes","no","yes","no","yes","no"
"2921","no","no","yes","yes","yes","yes","no","yes"
"2922","no","no","no","no","no","no","no","yes"
"2923","no","no","yes","no","yes","no","no","no"
"2924","no","no","yes","no","yes","no","no","yes"
"2925","no","no","yes","no","yes","no","no","yes"
"2926","no","no","no","no","no","no","no","no"
"2927","no","no","no","no","no","no","no","no"
"2928","no","no","yes","no","yes","no","no","no"
"2929","no","no","yes","no","no","no","no","no"
"2930","no","no","no","no","no","no","no","no"
"2931","no","no","no","no","yes","no","no","yes"
"2932","no","no","no","no","yes","no","no","yes"
"2933","no","no","no","no","yes","no","no","yes"
"2934","no","no","no","no","no","no","no","no"
"2935","no","no","no","no","no","no","no","no"
"2936","no","no","no","no","no","no","yes","yes"
"2937","no","no","yes","no","yes","no","yes","yes"
"2938","no","no","yes","yes","yes","yes","yes","yes"
"2939","no","no","yes","no","yes","no","no","yes"
"2940","no","no","yes","no","no","no","no","no"
"2941","no","no","yes","no","yes","no","no","yes"
"2942","no","no","no","no","no","no","no","no"
"2943","no","no","no","no","no","no","no","no"
"2944","no","no","yes","no","no","no","no","no"
"2945","no","no","no","no","yes","no","no","yes"
"2946","no","no","yes","no","yes","no","no","yes"
"2947","no","no","yes","no","yes","no","no","no"
"2948","no","no","no","no","no","no","no","no"
"2949","no","no","no","no","yes","no","yes","yes"
"2950","no","no","no","no","yes","no","no","no"
"2951","no","no","no","no","no","no","no","no"
"2952","no","no","no","no","no","no","no","no"
"2953","no","no","yes","no","yes","no","no","yes"
"2954","no","no","no","no","no","no","no","no"
"2955","no","no","no","no","no","no","no","no"
"2956","no","no","yes","no","yes","no","no","yes"
"2957","no","no","no","no","yes","no","no","yes"
"2958","no","no","yes","no","no","no","no","yes"
"2959","no","no","no","no","no","no","no","no"
"2960","no","no","no","no","no","no","no","no"
"2961","no","no","no","no","no","no","no","yes"
"2962","no","no","yes","no","no","no","no","no"
"2963","no","no","yes","no","no","no","no","no"
"2964","no","no","no","no","no","no","no","yes"
"2965","no","no","no","no","no","no","no","no"
"2966","no","no","yes","yes","yes","yes","yes","yes"
"2967","no","no","no","no","no","no","no","no"
"2968","no","no","no","no","no","no","no","no"
"2969","no","no","yes","no","yes","no","no","yes"
"2970","no","no","no","no","no","no","no","no"
"2971","no","no","no","no","no","no","no","no"
"2972","no","no","no","no","no","no","no","yes"
"2973","no","no","yes","no","no","no","no","no"
"2974","no","yes","no","no","no","yes","yes","no"
"2975","no","no","no","no","no","no","yes","no"
"2976","no","no","no","no","yes","no","no","yes"
"2977","no","no","no","no","yes","no","no","no"
"2978","no","no","yes","no","no","no","yes","no"
"2979","no","no","no","no","no","no","no","no"
"2980","no","no","yes","no","no","no","no","yes"
"2981","no","no","yes","no","no","no","no","no"
"2982","no","no","no","no","yes","no","no","no"
"2983","no","no","yes","no","no","no","no","yes"
"2984","no","no","no","no","yes","no","no","yes"
"2985","no","no","no","no","no","no","no","no"
"2986","no","no","no","no","no","no","no","no"
"2987","no","no","yes","no","no","no","no","no"
"2988","no","no","yes","no","yes","no","no","yes"
"2989","no","no","no","no","no","no","no","no"
"2990","no","no","no","no","yes","no","no","yes"
"2991","no","no","no","no","no","no","no","no"
"2992","no","no","yes","no","yes","no","yes","yes"
"2993","no","no","yes","yes","yes","yes","yes","yes"
"2994","no","no","yes","no","yes","no","no","no"
"2995","no","no","no","no","no","no","no","yes"
"2996","no","no","no","no","no","no","no","no"
"2997","no","no","yes","no","no","no","no","yes"
"2998","no","no","yes","no","yes","no","no","yes"
"2999","no","no","no","no","no","no","no","no"
"3000","no","no","yes","no","yes","no","no","no"
"3001","no","no","no","no","yes","no","no","yes"
"3002","no","no","no","no","no","no","no","no"
"3003","no","yes","no","no","no","yes","yes","yes"
"3004","no","no","yes","no","yes","no","no","yes"
"3005","no","no","yes","no","yes","no","no","yes"
"3006","no","no","no","no","no","no","no","no"
"3007","no","no","yes","no","yes","no","no","yes"
"3008","no","no","no","no","no","no","no","no"
"3009","no","no","yes","no","yes","no","no","yes"
"3010","no","no","yes","no","yes","no","no","yes"
"3011","no","no","no","no","no","no","no","no"
"3012","no","no","no","no","yes","no","no","no"
"3013","no","no","yes","no","yes","no","no","no"
"3014","no","no","no","no","no","no","no","no"
"3015","no","no","yes","yes","no","yes","yes","yes"
"3016","no","no","no","no","no","no","no","no"
"3017","no","no","no","no","no","no","no","no"
"3018","no","no","no","no","no","no","no","no"
"3019","no","no","yes","no","yes","no","no","yes"
"3020","no","no","yes","no","no","no","no","no"
"3021","no","no","yes","no","yes","no","no","no"
"3022","no","no","yes","yes","yes","yes","yes","yes"
"3023","no","no","no","no","yes","no","no","yes"
"3024","no","no","no","no","no","no","no","no"
"3025","no","no","yes","no","yes","no","no","yes"
"3026","no","no","yes","no","yes","no","no","yes"
"3027","no","no","no","no","yes","no","no","yes"
"3028","no","no","yes","no","no","no","no","yes"
"3029","no","no","yes","no","no","no","no","no"
"3030","no","no","no","no","no","no","no","no"
"3031","no","no","no","no","no","no","no","no"
"3032","no","no","yes","no","no","no","no","no"
"3033","no","no","yes","no","yes","no","no","no"
"3034","no","no","no","no","yes","no","no","yes"
"3035","no","no","yes","no","yes","no","no","yes"
"3036","no","no","no","no","yes","no","no","yes"
"3037","yes","no","yes","no","yes","no","no","yes"
"3038","no","no","yes","no","yes","no","no","no"
"3039","no","no","no","no","yes","no","no","yes"
"3040","no","no","yes","no","yes","no","no","no"
"3041","no","no","yes","no","no","no","no","no"
"3042","no","no","no","no","no","no","no","no"
"3043","no","no","yes","no","yes","no","no","yes"
"3044","no","no","yes","no","yes","no","no","yes"
"3045","no","no","yes","yes","yes","yes","yes","yes"
"3046","no","no","no","no","no","no","no","no"
"3047","no","no","yes","no","yes","no","no","no"
"3048","no","no","yes","yes","no","yes","yes","no"
"3049","no","no","yes","no","no","no","no","no"
"3050","no","no","yes","yes","no","yes","yes","yes"
"3051","no","no","no","no","no","no","yes","no"
"3052","no","no","yes","no","yes","no","no","no"
"3053","no","no","no","no","no","no","no","no"
"3054","no","no","no","no","no","no","no","no"
"3055","no","no","yes","no","no","no","yes","no"
"3056","no","no","yes","no","no","no","no","no"
"3057","no","no","yes","no","yes","no","no","yes"
"3058","no","no","yes","yes","yes","yes","yes","yes"
"3059","no","no","yes","no","no","no","no","no"
"3060","no","no","yes","no","no","no","no","no"
"3061","no","no","no","no","no","no","no","no"
"3062","no","no","no","no","yes","no","no","yes"
"3063","no","no","yes","no","yes","no","no","no"
"3064","no","no","no","no","no","no","no","no"
"3065","no","no","yes","no","yes","no","no","no"
"3066","no","no","yes","no","yes","no","no","yes"
"3067","no","no","yes","no","yes","no","no","yes"
"3068","no","no","yes","no","no","no","no","no"
"3069","no","no","yes","no","no","no","no","no"
"3070","no","yes","yes","no","yes","yes","yes","yes"
"3071","no","no","yes","no","yes","no","no","yes"
"3072","no","no","yes","no","yes","no","no","yes"
"3073","no","no","yes","no","yes","no","no","yes"
"3074","no","no","no","no","no","no","no","no"
"3075","no","no","no","no","no","no","no","no"
"3076","no","no","no","no","yes","no","no","no"
"3077","no","no","yes","no","yes","no","no","yes"
"3078","no","no","no","no","no","no","no","no"
"3079","no","no","no","no","no","no","no","no"
"3080","no","no","yes","no","yes","no","no","yes"
"3081","no","no","no","no","no","no","no","no"
"3082","no","no","no","no","no","no","no","no"
"3083","no","no","no","no","yes","no","no","yes"
"3084","no","no","yes","no","yes","no","no","yes"
"3085","no","no","yes","no","yes","no","no","yes"
"3086","no","no","yes","no","yes","no","no","no"
"3087","no","no","no","no","no","no","no","no"
"3088","no","no","no","no","no","no","no","no"
"3089","no","no","no","no","no","no","no","no"
"3090","no","no","no","no","no","no","no","no"
"3091","no","no","yes","no","yes","no","no","no"
"3092","no","no","no","no","yes","no","no","no"
"3093","no","no","yes","no","yes","no","no","yes"
"3094","no","no","no","no","yes","no","no","yes"
"3095","no","no","no","no","no","no","no","no"
"3096","no","no","yes","no","no","no","yes","no"
"3097","no","no","yes","no","yes","no","no","no"
"3098","no","no","no","no","no","no","no","no"
"3099","no","no","yes","yes","yes","yes","yes","yes"
"3100","no","no","yes","no","yes","no","no","yes"
"3101","no","no","no","no","no","no","no","no"
"3102","no","no","no","no","yes","no","no","yes"
"3103","no","no","yes","no","no","no","no","no"
"3104","no","no","yes","no","yes","no","no","yes"
"3105","no","no","no","no","no","no","no","no"
"3106","no","no","yes","no","yes","no","no","yes"
"3107","no","no","yes","no","yes","no","no","yes"
"3108","no","no","yes","yes","no","yes","yes","yes"
"3109","no","no","yes","no","yes","no","no","yes"
"3110","no","no","yes","yes","no","yes","yes","yes"
"3111","no","no","no","no","yes","no","yes","yes"
"3112","no","no","no","no","no","no","no","no"
"3113","no","no","no","no","no","no","no","no"
"3114","no","no","yes","no","no","no","yes","no"
"3115","no","no","no","no","yes","no","no","yes"
"3116","no","no","no","no","yes","no","no","yes"
"3117","no","no","no","no","yes","no","no","yes"
"3118","no","yes","yes","no","yes","yes","yes","yes"
"3119","no","no","no","no","no","no","yes","no"
"3120","no","no","yes","no","yes","no","no","yes"
"3121","no","no","no","no","no","no","no","no"
"3122","no","no","yes","no","yes","no","no","no"
"3123","no","no","no","no","no","no","yes","yes"
"3124","no","no","no","no","yes","no","no","yes"
"3125","no","no","yes","yes","yes","yes","yes","yes"
"3126","no","no","no","no","no","no","yes","no"
"3127","no","no","yes","no","yes","no","no","no"
"3128","no","no","yes","no","no","no","no","no"
"3129","no","no","no","no","yes","no","no","yes"
"3130","no","no","yes","no","no","no","no","no"
"3131","no","no","no","no","no","no","no","no"
"3132","no","no","no","no","yes","no","no","yes"
"3133","no","no","no","no","no","no","no","no"
"3134","no","no","yes","no","yes","no","no","yes"
"3135","no","no","no","no","no","no","no","no"
"3136","no","no","yes","yes","yes","yes","yes","yes"
"3137","no","no","no","no","no","no","no","no"
"3138","no","no","no","no","no","no","no","no"
"3139","no","no","no","no","no","no","no","no"
"3140","yes","no","no","no","no","no","no","no"
"3141","no","yes","no","no","no","yes","yes","yes"
"3142","no","no","no","no","no","no","no","yes"
"3143","no","no","no","no","no","no","no","no"
"3144","no","no","yes","no","yes","no","no","yes"
"3145","no","no","yes","no","no","no","no","no"
"3146","no","no","yes","no","yes","no","no","yes"
"3147","no","no","no","no","yes","no","no","no"
"3148","no","no","no","no","yes","no","no","yes"
"3149","no","no","yes","no","no","no","yes","no"
"3150","no","no","no","no","no","no","no","no"
"3151","no","no","yes","no","no","no","no","no"
"3152","no","no","no","no","yes","no","no","yes"
"3153","no","no","yes","no","yes","no","yes","yes"
"3154","no","no","yes","no","yes","no","no","yes"
"3155","no","no","no","no","no","no","no","no"
"3156","no","no","no","no","no","no","no","no"
"3157","no","no","no","no","no","no","no","no"
"3158","no","no","yes","no","no","no","no","no"
"3159","no","no","yes","yes","no","yes","yes","yes"
"3160","no","no","yes","no","yes","no","no","yes"
"3161","no","no","no","no","yes","no","no","yes"
"3162","no","no","no","no","no","no","no","no"
"3163","no","no","no","no","yes","no","no","yes"
"3164","no","no","yes","no","no","no","no","no"
"3165","no","no","no","no","no","no","no","no"
"3166","no","no","yes","no","no","no","no","yes"
"3167","no","no","yes","no","no","no","no","no"
"3168","no","no","no","no","yes","no","no","no"
"3169","no","no","yes","no","no","no","no","no"
"3170","no","no","yes","no","yes","no","no","yes"
"3171","no","no","yes","no","no","no","no","yes"
"3172","no","no","no","no","no","no","no","no"
"3173","no","no","yes","no","yes","no","no","yes"
"3174","no","no","yes","yes","yes","yes","yes","yes"
"3175","no","no","yes","no","yes","no","no","yes"
"3176","no","no","no","no","yes","no","no","yes"
"3177","no","no","no","no","yes","no","no","yes"
"3178","no","no","no","no","no","no","no","no"
"3179","no","no","no","no","no","no","no","no"
"3180","no","yes","yes","yes","yes","yes","yes","yes"
"3181","no","no","no","no","no","no","no","no"
"3182","no","yes","yes","no","yes","yes","yes","yes"
"3183","no","no","no","no","no","no","no","no"
"3184","no","no","no","no","no","no","no","yes"
"3185","no","no","no","no","no","no","no","yes"
"3186","no","no","no","no","no","no","yes","no"
"3187","no","no","no","no","yes","no","no","no"
"3188","no","no","yes","no","no","no","no","no"
"3189","no","no","no","no","no","no","no","no"
"3190","no","no","no","no","no","no","no","no"
"3191","no","no","yes","no","no","no","no","no"
"3192","no","no","no","no","yes","no","no","no"
"3193","no","no","no","no","no","no","no","yes"
"3194","no","no","no","yes","no","yes","yes","yes"
"3195","no","no","no","no","no","no","no","no"
"3196","no","no","no","no","no","no","no","no"
"3197","no","no","no","no","no","no","no","no"
"3198","no","no","no","no","no","no","no","no"
"3199","no","no","no","no","no","no","no","no"
"3200","no","no","yes","no","yes","no","yes","yes"
"3201","no","no","yes","no","yes","no","no","yes"
"3202","no","no","yes","no","yes","no","no","yes"
"3203","no","no","no","no","no","no","no","no"
"3204","no","no","no","no","no","no","no","no"
"3205","no","no","yes","no","no","no","no","no"
"3206","no","no","no","no","no","no","no","no"
"3207","no","no","no","no","yes","no","no","no"
"3208","no","no","no","no","no","no","yes","no"
"3209","no","no","no","no","no","no","no","no"
"3210","no","no","no","no","no","no","no","yes"
"3211","no","no","yes","no","no","no","no","no"
"3212","no","no","no","no","no","no","no","no"
"3213","no","no","no","no","no","no","no","no"
"3214","no","no","no","no","yes","no","no","yes"
"3215","no","no","yes","no","yes","no","no","no"
"3216","no","no","yes","no","yes","no","no","yes"
"3217","no","no","yes","yes","yes","yes","yes","yes"
"3218","no","no","yes","no","yes","no","no","yes"
"3219","no","no","no","no","no","no","no","yes"
"3220","no","no","yes","no","no","no","no","no"
"3221","no","no","no","no","no","no","no","no"
"3222","no","no","yes","no","yes","no","no","yes"
"3223","no","no","yes","no","yes","no","no","yes"
"3224","no","no","yes","no","no","no","no","yes"
"3225","no","no","no","no","yes","no","no","yes"
"3226","no","no","yes","yes","yes","yes","yes","yes"
"3227","no","no","yes","no","yes","no","no","yes"
"3228","no","no","no","no","no","no","no","no"
"3229","no","no","yes","no","yes","no","no","yes"
"3230","no","no","yes","no","yes","no","no","yes"
"3231","no","no","yes","no","no","no","no","yes"
"3232","no","no","yes","yes","yes","yes","yes","yes"
"3233","no","no","yes","no","no","no","no","no"
"3234","no","no","yes","no","no","no","no","no"
"3235","no","no","no","no","no","no","no","no"
"3236","no","no","yes","yes","no","yes","yes","no"
"3237","no","no","yes","no","yes","no","no","yes"
"3238","no","no","yes","no","yes","no","no","no"
"3239","no","no","no","no","no","no","no","no"
"3240","no","no","yes","no","yes","no","no","yes"
"3241","no","no","yes","no","no","no","no","yes"
"3242","no","yes","yes","no","yes","yes","yes","yes"
"3243","no","no","no","no","yes","no","no","yes"
"3244","no","no","no","no","no","no","no","no"
"3245","no","no","yes","no","yes","no","no","no"
"3246","no","no","no","no","no","no","no","yes"
"3247","no","no","yes","no","yes","no","no","no"
"3248","no","no","no","no","no","no","no","no"
"3249","no","no","no","no","no","no","no","no"
"3250","no","no","no","no","no","no","no","no"
"3251","no","no","no","no","yes","no","no","yes"
"3252","no","no","no","no","yes","no","no","yes"
"3253","no","no","no","no","no","no","no","no"
"3254","no","no","no","no","no","no","no","no"
"3255","no","no","yes","yes","no","yes","yes","yes"
