"","GoodStudent","Age","SocioEcon","RiskAversion","VehicleYear","ThisCarDam","RuggedAuto","Accident","MakeModel","DrivQuality","Mileage","Antilock","DrivingSkill","SeniorTrain","ThisCarCost","Theft","CarValue","HomeBase","AntiTheft","PropCost","OtherCarCost","OtherCar","MedCost","Cushioning","Airbag","ILiCost","DrivHist"
"2407","False","Adult","Prole","Adventurous","Older","Moderate","EggShell","Moderate","Economy","Poor","Domino","False","SubStandard","False","TenThou","False","FiveThou","City","False","TenThou","Thousand","False","HundredThou","Poor","False","Thousand","Many"
"2408","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"2409","False","Adolescent","Prole","Adventurous","Current","None","EggShell","None","SportsCar","Normal","FiftyThou","True","Normal","False","Thousand","False","TwentyThou","City","False","TenThou","Thousand","True","Thousand","Fair","True","Thousand","One"
"2410","False","Adult","Middle","Cautious","Older","None","EggShell","None","SportsCar","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"2411","False","Adolescent","UpperMiddle","Adventurous","Current","None","Football","None","Luxury","Excellent","FiftyThou","True","Normal","False","Thousand","False","FiftyThou","City","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","One"
"2412","False","Adult","Prole","Adventurous","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","One"
"2413","False","Adult","Prole","Adventurous","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","One"
"2414","False","Adult","Middle","Psychopath","Current","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Many"
"2415","False","Adult","Middle","Normal","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","Suburb","True","TenThou","TenThou","True","HundredThou","Poor","False","Thousand","One"
"2416","False","Senior","Middle","Normal","Older","None","EggShell","None","Economy","Normal","FiveThou","False","Normal","False","Thousand","False","TenThou","Suburb","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","One"
"2417","False","Adult","Prole","Psychopath","Current","None","EggShell","None","FamilySedan","Poor","FiftyThou","True","SubStandard","False","Thousand","False","TwentyThou","City","False","TenThou","Thousand","True","Thousand","Poor","True","Thousand","Many"
"2418","False","Adult","Middle","Adventurous","Current","Moderate","Football","Moderate","FamilySedan","Normal","Domino","False","Normal","False","HundredThou","False","TwentyThou","Suburb","False","Million","HundredThou","False","Thousand","Good","True","Thousand","One"
"2419","False","Adult","Middle","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","Normal","False","TenThou","False","FiveThou","Suburb","False","TenThou","TenThou","True","Thousand","Poor","False","Thousand","Zero"
"2420","False","Adult","Prole","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","TwentyThou","False","Normal","False","TenThou","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Fair","False","TenThou","Zero"
"2421","False","Adult","UpperMiddle","Adventurous","Current","None","Tank","None","Luxury","Excellent","FiftyThou","True","Normal","False","Thousand","False","FiftyThou","Secure","False","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"2422","False","Adult","Prole","Cautious","Older","None","EggShell","None","Economy","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","City","True","Thousand","Thousand","False","Thousand","Poor","False","Thousand","One"
"2423","False","Adult","Middle","Adventurous","Older","None","Tank","None","FamilySedan","Poor","FiveThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","False","Thousand","Excellent","False","Thousand","Zero"
"2424","True","Adolescent","Middle","Adventurous","Older","None","EggShell","None","SportsCar","Poor","FiveThou","False","SubStandard","False","Thousand","False","TenThou","Suburb","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"2425","False","Adult","Middle","Normal","Current","None","Football","None","FamilySedan","Normal","FiveThou","False","Normal","False","Thousand","False","TwentyThou","Secure","False","Thousand","Thousand","False","Thousand","Good","True","Thousand","Zero"
"2426","False","Adult","UpperMiddle","Normal","Current","None","Football","None","Luxury","Normal","FiftyThou","True","Normal","False","Thousand","False","FiftyThou","Suburb","True","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"2427","False","Senior","UpperMiddle","Normal","Current","None","EggShell","None","FamilySedan","Normal","TwentyThou","False","Normal","True","Thousand","False","TwentyThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"2428","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","True","Thousand","False","TenThou","Rural","True","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"2429","True","Adolescent","Prole","Adventurous","Current","None","EggShell","None","SportsCar","Excellent","FiftyThou","True","Normal","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","True","Thousand","Fair","True","Thousand","One"
"2430","False","Adult","Prole","Cautious","Older","Severe","EggShell","Severe","Economy","Poor","Domino","False","SubStandard","False","TenThou","False","FiveThou","City","True","TenThou","Thousand","False","TenThou","Fair","False","Thousand","One"
"2431","False","Adult","Prole","Cautious","Older","Mild","Tank","Mild","FamilySedan","Excellent","Domino","False","Expert","False","Thousand","False","FiveThou","City","True","TenThou","Thousand","False","Thousand","Good","False","Thousand","Zero"
"2432","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Expert","False","Thousand","False","TenThou","City","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"2433","False","Adult","Prole","Adventurous","Current","Mild","EggShell","Mild","Economy","Poor","FiftyThou","False","Normal","False","Thousand","False","TenThou","City","False","TenThou","Thousand","False","Thousand","Poor","True","Thousand","Zero"
"2434","False","Senior","UpperMiddle","Cautious","Current","None","Football","None","Luxury","Normal","TwentyThou","True","Normal","True","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"2435","False","Adult","Middle","Adventurous","Current","None","Football","None","FamilySedan","Excellent","FiftyThou","False","Expert","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"2436","False","Adult","Middle","Normal","Older","Moderate","Football","Moderate","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"2437","False","Adult","Middle","Cautious","Older","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"2438","False","Adolescent","Middle","Adventurous","Current","None","Football","None","FamilySedan","Excellent","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"2439","False","Adult","Prole","Normal","Older","None","EggShell","None","SportsCar","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","City","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"2440","False","Adult","Middle","Cautious","Older","Mild","Football","Mild","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TenThou","Secure","True","TenThou","Thousand","True","Thousand","Fair","False","Thousand","One"
"2441","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"2442","False","Adult","Middle","Adventurous","Older","Mild","EggShell","Mild","Economy","Poor","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","False","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"2443","False","Adult","Prole","Adventurous","Older","Mild","EggShell","Mild","Economy","Excellent","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"2444","False","Adult","UpperMiddle","Normal","Current","None","EggShell","None","SportsCar","Normal","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Rural","False","Thousand","Thousand","False","Thousand","Fair","True","Thousand","Zero"
"2445","False","Senior","UpperMiddle","Normal","Current","None","Tank","None","FamilySedan","Poor","FiftyThou","True","SubStandard","False","Thousand","False","TwentyThou","Secure","True","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"2446","False","Adolescent","Prole","Cautious","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","True","TenThou","Thousand","False","HundredThou","Poor","False","Thousand","Zero"
"2447","False","Adult","Middle","Normal","Older","Mild","Tank","Severe","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","Suburb","False","HundredThou","HundredThou","True","Thousand","Excellent","True","Thousand","One"
"2448","False","Adult","Middle","Normal","Current","Mild","Football","Mild","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","False","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"2449","False","Adult","Middle","Normal","Older","None","Tank","Mild","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","True","TenThou","Thousand","True","Thousand","Excellent","False","Thousand","One"
"2450","False","Adolescent","Prole","Cautious","Older","None","Tank","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","City","True","Thousand","Thousand","False","Thousand","Excellent","False","Thousand","Many"
"2451","False","Adult","Middle","Adventurous","Older","None","EggShell","None","SportsCar","Excellent","FiftyThou","True","Normal","False","Thousand","False","TenThou","Suburb","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","One"
"2452","False","Adult","Middle","Normal","Older","None","Tank","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Good","False","Thousand","Zero"
"2453","False","Adult","UpperMiddle","Normal","Current","None","Football","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TwentyThou","Suburb","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"2454","False","Adolescent","Prole","Cautious","Older","None","Tank","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TenThou","City","True","Thousand","Thousand","False","Thousand","Good","False","Thousand","One"
"2455","False","Adolescent","Prole","Normal","Current","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","True","Thousand","Zero"
"2456","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"2457","False","Senior","Prole","Cautious","Older","None","Tank","None","FamilySedan","Normal","FiveThou","False","Normal","True","Thousand","False","TwentyThou","City","True","Thousand","Thousand","True","Thousand","Excellent","False","Thousand","Zero"
"2458","False","Adult","Middle","Normal","Current","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","False","TenThou","Thousand","True","Thousand","Good","True","Thousand","Zero"
"2459","False","Adolescent","Middle","Normal","Older","None","EggShell","None","Economy","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","Secure","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"2460","False","Adult","Middle","Cautious","Older","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","False","Thousand","Good","False","Thousand","Zero"
"2461","False","Adult","UpperMiddle","Adventurous","Current","None","Football","None","Luxury","Poor","TwentyThou","True","SubStandard","False","Thousand","False","FiftyThou","Secure","False","TenThou","Thousand","True","Thousand","Good","True","Thousand","Many"
"2462","True","Adolescent","UpperMiddle","Normal","Older","None","Football","None","Luxury","Excellent","FiftyThou","False","Expert","False","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"2463","False","Adult","Middle","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Secure","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"2464","False","Senior","Prole","Normal","Older","None","EggShell","None","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","True","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Many"
"2465","False","Senior","Middle","Adventurous","Older","None","Football","None","FamilySedan","Excellent","Domino","False","Normal","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","One"
"2466","False","Adult","UpperMiddle","Normal","Current","None","Tank","Mild","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"2467","False","Senior","Middle","Cautious","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Expert","True","Thousand","False","TenThou","Secure","True","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"2468","False","Adult","Prole","Adventurous","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"2469","False","Adult","Prole","Cautious","Older","Severe","EggShell","Moderate","SportsCar","Poor","TwentyThou","False","SubStandard","False","TenThou","False","TenThou","Suburb","True","TenThou","Thousand","False","Thousand","Fair","True","Thousand","Many"
"2470","False","Adult","UpperMiddle","Normal","Older","Severe","Football","Severe","FamilySedan","Normal","TwentyThou","False","Normal","False","TenThou","False","TenThou","Secure","True","HundredThou","TenThou","True","Thousand","Excellent","True","Thousand","Many"
"2471","False","Adult","UpperMiddle","Normal","Current","Mild","Football","Mild","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","False","Thousand","Good","True","Thousand","Many"
"2472","False","Senior","Prole","Adventurous","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"2473","False","Adult","UpperMiddle","Normal","Older","None","EggShell","None","SportsCar","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"2474","False","Senior","Prole","Cautious","Older","None","EggShell","None","SportsCar","Excellent","FiftyThou","False","Expert","True","Thousand","False","FiveThou","City","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"2475","False","Senior","Prole","Adventurous","Older","None","Tank","Mild","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","Many"
"2476","False","Adult","Prole","Adventurous","Older","None","Tank","Mild","FamilySedan","Poor","FiveThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Good","False","Thousand","Many"
"2477","False","Adult","Prole","Normal","Older","Mild","EggShell","Mild","SportsCar","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TenThou","Suburb","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Many"
"2478","False","Adult","Prole","Cautious","Older","Moderate","Football","Moderate","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","True","TenThou","TenThou","False","Thousand","Excellent","True","Thousand","Many"
"2479","False","Senior","Middle","Normal","Current","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"2480","False","Adult","UpperMiddle","Normal","Current","None","Football","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TwentyThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Many"
"2481","False","Adolescent","Middle","Normal","Current","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","True","TenThou","Thousand","True","Thousand","Good","True","Thousand","Zero"
"2482","False","Adolescent","Middle","Adventurous","Older","Mild","Football","Mild","FamilySedan","Poor","FiveThou","False","SubStandard","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"2483","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","FiveThou","False","Normal","False","Thousand","False","TwentyThou","Rural","True","TenThou","Thousand","True","Thousand","Good","False","Thousand","Zero"
"2484","False","Adult","Middle","Adventurous","Current","None","Football","None","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","TenThou","Suburb","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Many"
"2485","False","Adult","UpperMiddle","Adventurous","Current","Mild","EggShell","Mild","SportsCar","Poor","TwentyThou","True","SubStandard","False","Thousand","False","TenThou","City","False","TenThou","Thousand","True","Thousand","Poor","True","Thousand","Many"
"2486","False","Adult","Prole","Adventurous","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"2487","False","Adult","Prole","Cautious","Older","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","True","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"2488","False","Adult","Middle","Cautious","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"2489","False","Adolescent","Prole","Normal","Older","Mild","Tank","Severe","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","TenThou","City","False","HundredThou","HundredThou","True","Thousand","Excellent","True","Thousand","Many"
"2490","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"2491","False","Adult","UpperMiddle","Normal","Current","None","Football","None","Luxury","Normal","FiftyThou","True","Normal","False","Thousand","False","FiftyThou","Suburb","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"2492","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","Domino","False","Normal","True","Thousand","False","FiveThou","City","True","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"2493","False","Adult","Prole","Normal","Current","Severe","Football","Severe","Economy","Poor","Domino","False","SubStandard","False","TenThou","False","TenThou","City","False","HundredThou","HundredThou","True","Thousand","Good","True","Thousand","Many"
"2494","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Poor","FiveThou","False","SubStandard","False","Thousand","False","TenThou","City","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Many"
"2495","False","Adolescent","Prole","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","Rural","False","TenThou","Thousand","True","TenThou","Poor","False","TenThou","Many"
"2496","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"2497","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"2498","False","Adult","Middle","Normal","Older","None","EggShell","None","SportsCar","Poor","FiftyThou","True","SubStandard","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"2499","False","Adult","Middle","Normal","Current","Severe","Football","Severe","FamilySedan","Poor","FiftyThou","False","SubStandard","False","HundredThou","False","TwentyThou","Suburb","True","Million","TenThou","True","Thousand","Excellent","True","Thousand","Many"
"2500","False","Adult","Wealthy","Adventurous","Current","Moderate","EggShell","Moderate","SportsCar","Poor","FiveThou","True","SubStandard","False","HundredThou","False","TwentyThou","Secure","True","HundredThou","HundredThou","False","Thousand","Poor","True","Thousand","Many"
"2501","False","Adolescent","Middle","Adventurous","Older","Mild","Football","Mild","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"2502","False","Adolescent","Prole","Normal","Older","Moderate","EggShell","Moderate","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","False","TenThou","TenThou","True","Thousand","Poor","False","Thousand","One"
"2503","False","Adult","Prole","Adventurous","Older","None","EggShell","None","SportsCar","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TenThou","City","False","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Many"
"2504","False","Adult","Prole","Cautious","Older","None","Football","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","True","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"2505","False","Adult","UpperMiddle","Cautious","Current","None","Football","None","Luxury","Normal","TwentyThou","True","Normal","False","Thousand","False","FiftyThou","Secure","True","TenThou","Thousand","True","Thousand","Good","True","Thousand","Zero"
"2506","False","Adult","UpperMiddle","Normal","Current","Moderate","EggShell","Mild","FamilySedan","Poor","FiftyThou","True","SubStandard","False","HundredThou","False","TwentyThou","Secure","True","HundredThou","Thousand","True","Thousand","Poor","True","Thousand","Many"
"2507","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"2508","False","Adolescent","Middle","Normal","Current","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","False","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"2509","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"2510","False","Adult","UpperMiddle","Normal","Older","None","Football","None","Luxury","Normal","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"2511","False","Adult","UpperMiddle","Normal","Current","None","Football","None","Economy","Excellent","FiveThou","False","Expert","False","Thousand","False","TwentyThou","Rural","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"2512","False","Adolescent","Prole","Adventurous","Current","None","Tank","None","FamilySedan","Excellent","FiftyThou","True","Expert","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","One"
"2513","False","Adult","UpperMiddle","Normal","Current","None","EggShell","None","Luxury","Normal","FiftyThou","True","Normal","False","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","False","Thousand","Fair","True","Thousand","Zero"
"2514","False","Adolescent","UpperMiddle","Normal","Older","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"2515","False","Adult","Prole","Cautious","Older","Severe","Football","Severe","FamilySedan","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","True","Million","HundredThou","False","Thousand","Good","True","Thousand","Zero"
"2516","False","Adult","UpperMiddle","Normal","Current","Mild","Tank","Mild","Luxury","Normal","FiftyThou","True","Normal","False","Thousand","False","FiftyThou","Suburb","True","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"2517","False","Senior","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"2518","False","Adult","Middle","Cautious","Older","Severe","Football","Severe","FamilySedan","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","Secure","True","TenThou","TenThou","True","HundredThou","Fair","False","Thousand","One"
"2519","False","Adult","Middle","Normal","Older","None","EggShell","None","Economy","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"2520","False","Senior","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"2521","True","Adolescent","UpperMiddle","Normal","Current","None","Football","None","Luxury","Poor","TwentyThou","True","SubStandard","False","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Many"
"2522","False","Adult","Middle","Adventurous","Current","None","Football","None","FamilySedan","Excellent","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","True","Thousand","Good","True","Thousand","One"
"2523","False","Adult","Prole","Cautious","Older","None","Tank","None","FamilySedan","Excellent","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","True","Thousand","Thousand","False","Thousand","Excellent","False","Thousand","Zero"
"2524","False","Adolescent","Middle","Normal","Older","None","EggShell","None","SportsCar","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","Rural","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"2525","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"2526","False","Adult","UpperMiddle","Normal","Current","Severe","Football","Severe","FamilySedan","Poor","FiftyThou","True","SubStandard","False","HundredThou","False","TwentyThou","Secure","True","HundredThou","HundredThou","True","Thousand","Good","True","Thousand","Many"
"2527","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Secure","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"2528","True","Adolescent","Middle","Cautious","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","Secure","True","HundredThou","TenThou","False","Thousand","Fair","False","TenThou","Many"
"2529","False","Adult","Prole","Normal","Current","None","EggShell","None","Economy","Normal","FiveThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","False","Thousand","Poor","True","Thousand","Zero"
"2530","False","Adult","Wealthy","Adventurous","Current","None","Tank","None","Luxury","Poor","FiftyThou","True","SubStandard","False","Thousand","False","FiftyThou","Secure","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"2531","False","Adult","UpperMiddle","Normal","Current","None","EggShell","None","SportsCar","Normal","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"2532","False","Adult","UpperMiddle","Normal","Current","None","Football","None","Luxury","Normal","TwentyThou","True","Normal","False","Thousand","False","FiftyThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"2533","False","Adolescent","Middle","Adventurous","Older","Severe","Tank","Severe","FamilySedan","Poor","Domino","False","SubStandard","False","TenThou","False","FiveThou","Suburb","False","TenThou","TenThou","False","Thousand","Good","False","Thousand","Many"
