"","A","C","D","H","I","O","T"
"2314","old","none",8.48904823283502,"any",2631.92921371534,372.575349613394,3201.84624911837
"2315","adult","none",0,"none",75.2338676252397,189.778134553816,384.54070348447
"2316","adult","mild",0,"none",134.000857802582,185.694051296614,445.675037788074
"2317","adult","none",0,"none",76.0290248240464,182.594761378639,394.122199776089
"2318","young","none",0,"none",123.576426925873,64.8207442798561,309.414806710216
"2319","adult","severe",4.80404962465075,"any",4003.05114673848,173.519611310241,4389.17275235552
"2320","adult","none",3.78382763515308,"any",1282.01050010028,182.429520039115,1641.90128885685
"2321","young","mild",0,"none",52.7337674229957,51.8035202647761,238.675920834924
"2322","adult","none",3.52023165566809,"any",1149.52895168005,158.566921329139,1467.32006931295
"2323","young","none",0,"none",107.636816154932,48.0520126314617,281.401468098483
"2324","old","none",0,"none",140.971645480679,383.957623019801,682.795129226615
"2325","young","none",0,"none",131.665229493922,46.7668063771071,312.318876106033
"2326","adult","mild",0,"none",93.8762885272613,178.921709085058,430.412383762559
"2327","young","none",0,"none",74.6989507138887,50.5486391520398,247.002403212125
"2328","adult","none",0,"none",143.602660339647,191.448985000995,478.056986682335
"2329","adult","none",0,"none",118.013683195219,200.170818041804,452.405012078668
"2330","adult","none",0,"none",124.762554903596,181.029640575891,427.003083948211
"2331","young","none",0,"none",118.014787821479,62.2641575491652,294.823252388727
"2332","young","none",0,"none",89.1649626615732,64.4652944832297,276.299458345417
"2333","adult","mild",0,"none",152.774206669736,211.41275249708,475.877626471057
"2334","old","none",5.76583980353291,"any",1798.13344245971,337.656417400463,2298.77800576955
"2335","adult","none",0,"none",90.1254408042561,202.525936349601,414.155594473525
"2336","old","severe",5.08838430668766,"any",4115.10540339746,400.844675917121,4728.79896932011
"2337","adult","none",0,"none",111.133853787219,182.331242022936,407.415401618349
"2338","adult","none",0,"none",116.946335755612,182.944136095895,449.589015238691
"2339","young","none",0,"none",67.7999110445547,63.1277363330996,239.806058298639
"2340","young","none",0.737814988748117,"any",343.759962644739,57.9742788305387,547.628246800285
"2341","adult","mild",0,"none",133.893100667417,191.192196046338,460.717658020845
"2342","adult","mild",0,"none",-13.7894878044695,181.215793264027,294.528351690827
"2343","young","none",0,"none",133.620830824503,51.0268515128503,305.568665694199
"2344","young","none",0,"none",88.835954409875,57.5040757032031,274.818023055204
"2345","adult","none",0,"none",84.8602486733011,178.216543111166,390.487127279225
"2346","old","none",0,"none",65.5935991493545,352.562421975093,556.090881435844
"2347","old","mild",0,"none",107.430675834057,382.84851602139,607.137056138409
"2348","adult","none",0,"none",134.342603665057,185.787898214746,440.433844883523
"2349","adult","none",0,"none",139.634267965459,189.122137432687,448.14798800659
"2350","adult","none",2.74983890318788,"any",932.154468760161,169.602640925578,1247.82800969782
"2351","young","none",0,"none",104.204400141171,69.600871500239,294.033188653392
"2352","young","none",0,"none",126.60994750635,60.7650426264035,312.722925232099
"2353","young","none",0,"none",128.310362025768,70.2505421600577,335.417966736217
"2354","old","none",0,"none",27.9472245741548,317.702484147697,475.263041268523
"2355","adult","mild",3.50052758767366,"any",1946.23989230517,193.292356880108,2323.75832912288
"2356","young","none",0,"none",100.671902712921,54.123559332027,271.340722867196
"2357","young","none",0,"none",93.7302006340415,67.9445009926675,289.346235035422
"2358","adult","none",0,"none",132.701735182624,175.492801422207,455.369298803529
"2359","young","none",0.789474417594488,"any",351.002769436852,59.5534724306575,532.24713263091
"2360","adult","mild",0,"none",137.321310199997,146.146028414282,423.93836244418
"2361","old","severe",0,"none",114.837337618982,366.122138249097,614.844196276026
"2362","young","none",0,"none",107.034166394667,39.1256916377964,263.600815929715
"2363","adult","none",0,"none",122.690784873558,202.787900239191,465.141055561007
"2364","adult","none",0,"none",119.266083720857,186.372833608725,432.320794922464
"2365","old","mild",0,"none",131.022785513488,323.329071937499,609.387980908569
"2366","young","mild",0,"none",180.769533854861,57.0250438538629,353.745235587296
"2367","adult","none",0,"none",81.616574839211,156.591877732297,378.878984791256
"2368","young","none",0,"none",69.7937614951821,73.4830950951328,283.070495898848
"2369","young","mild",0,"none",73.520836963726,67.5375866980713,274.669306664066
"2370","old","none",0,"none",123.01393345208,327.093958764598,572.356861382326
"2371","adult","none",0,"none",85.856061847001,140.204526159773,368.004042401408
"2372","adult","severe",0,"none",59.5906473242333,179.472287209574,350.782352220809
"2373","young","none",0,"none",98.0594180977252,68.4254828847736,308.207747132521
"2374","young","none",0,"none",90.3197458691783,70.0322698375651,294.124862447616
"2375","old","mild",0,"none",200.400683453535,369.566201448555,695.771086006159
"2376","adult","none",3.54593114074096,"any",1171.05105649629,155.190414084988,1488.30195509412
"2377","adult","none",0,"none",105.752043772717,207.652127058742,432.664445805726
"2378","old","mild",0,"none",195.971483251763,365.292362917928,705.506327109856
"2379","young","none",0,"none",132.531824366838,52.7153057777225,320.559658637571
"2380","old","none",0,"none",79.0163973113648,316.614682081732,531.995571144622
"2381","adult","mild",0,"none",128.521786982895,174.844309712525,426.261080541356
"2382","young","none",1.37825395803204,"any",475.380519484019,57.1491194915021,659.853584323366
"2383","adult","none",0,"none",88.9468102871058,183.301022525257,396.86498186738
"2384","young","none",0,"none",106.178348803818,73.1608639676385,299.191162747415
"2385","adult","none",0,"none",38.9877365946729,215.456258190006,387.466867167509
"2386","adult","severe",4.58111249851839,"any",3622.77685268699,160.982722904425,3981.03307210615
"2387","old","mild",7.49965130339156,"any",4142.2665479438,369.129234216275,4738.70892900646
"2388","young","none",0,"none",96.5484153415881,48.0495899322275,280.122862223329
"2389","young","none",0,"none",114.162919813464,61.3475793417046,319.466896941974
"2390","young","none",0,"none",192.809107613391,60.5751849322098,390.82502493738
"2391","young","none",0,"none",124.706712355758,54.010860354694,297.666841410069
"2392","adult","none",0,"none",89.4906684361968,206.621147604961,436.832441126038
"2393","adult","none",0,"none",111.843486088028,168.041605001608,429.002662912482
"2394","young","none",0,"none",65.8254757857689,49.4097603304466,237.968009994103
"2395","adult","none",0,"none",142.519797034498,184.690828557325,458.855108251667
"2396","young","none",0.987595377289199,"any",348.619602211794,57.11931919975,523.158415582544
"2397","old","mild",0,"none",109.330631323616,370.660782751683,600.020791966281
"2398","adult","none",0,"none",90.1186283909407,184.770047857965,407.429610383688
"2399","adult","none",0,"none",153.501671531411,141.774851416864,426.773181791528
"2400","adult","mild",0,"none",184.757668427546,216.916283806443,525.18022279122
"2401","adult","mild",0,"none",32.338653283954,149.686916166746,326.215532244596
"2402","adult","none",0,"none",65.9215523680409,156.729420671093,353.532430376376
"2403","adult","none",0,"none",118.167320703889,169.509724453523,412.426961110435
"2404","young","none",0,"none",120.758491697365,68.1998784754972,305.239752392336
"2405","adult","none",0,"none",134.472517684578,180.474599294063,451.841850947633
"2406","old","none",5.55715677062289,"any",1822.61476309748,383.475326530656,2386.46099290983
"2407","young","none",0,"none",79.4753504704318,60.3025570771965,270.739297279354
"2408","adult","mild",0,"none",77.4148326863828,158.29784544254,365.150351456221
"2409","adult","none",0,"none",144.513433458442,183.865472015981,476.78027085343
"2410","old","mild",5.73021680935854,"any",3313.97068748524,322.909809310962,3829.9322792365
"2411","adult","none",0,"none",83.9777832185134,197.118282250316,407.98153648763
"2412","young","none",0,"none",159.467321556495,44.3599931517915,339.456760692171
"2413","young","none",0,"none",96.9712887344133,73.4996301030387,296.976038472853
"2414","old","mild",0,"none",219.164303579308,331.778405918293,690.584537893096
"2415","adult","none",0,"none",130.3106435213,184.859497340019,422.409730843755
"2416","old","none",0,"none",90.3687953219578,397.887128659478,636.41738386386
"2417","adult","mild",0,"none",71.7966046848142,182.797079884577,396.78331246651
"2418","old","severe",0,"none",189.732924840316,334.148206234155,652.806619278513
"2419","young","none",0,"none",113.048217917828,52.3979535965848,289.964863876996
"2420","old","mild",7.61018074662038,"any",4237.15758369598,359.404887217477,4819.40882028648
"2421","young","none",0,"none",94.7364981433911,62.5231786780138,287.732165021728
"2422","old","mild",0,"none",129.821196006774,360.990014701003,627.103338311709
"2423","adult","none",0,"none",110.214739418375,175.45254474918,407.89095556693
"2424","young","none",0,"none",142.976334700574,52.1203942649896,319.935806599854
"2425","old","none",0,"none",78.0166008016161,304.567699420268,519.911906387926
"2426","young","none",0,"none",71.5149174594337,50.3268782540502,247.305351330255
"2427","old","mild",0,"none",118.321492452552,353.852021034148,618.552736931846
"2428","old","mild",9.47477775468387,"any",5320.5677416618,323.872399987843,5892.07961229429
"2429","old","mild",0,"none",93.0378302180475,382.80884468923,629.117965096058
"2430","adult","none",0,"none",109.767846286227,203.820870078709,426.485733091149
"2431","adult","severe",0,"none",49.3391214544919,163.691832929016,344.986476055378
"2432","adult","mild",0,"none",98.8768411754397,167.950488821824,404.578124613511
"2433","young","none",0,"none",92.0128065666667,66.1277868911529,289.456806140589
"2434","old","mild",0,"none",89.8118903089592,397.164661683114,624.613500729351
"2435","adult","none",0,"none",57.5570029353227,179.238936822975,358.090858359646
"2436","old","mild",0,"none",200.715875305064,350.3763834601,703.364014172772
"2437","young","none",1.01919036341498,"any",426.763206119502,53.3534639837511,609.437550335166
"2438","young","mild",1.38452904841233,"any",807.617915847271,64.2627953781223,1014.84345851187
"2439","adult","none",0,"none",107.037224447709,172.00337645427,419.586212790969
"2440","adult","none",0,"none",100.536615705385,171.734784556673,410.846724498032
"2441","adult","mild",0,"none",244.27719939677,190.684249865355,557.182177539583
"2442","adult","none",3.24347427396198,"any",1042.12702435649,156.257239873241,1345.6437091301
"2443","young","none",0,"none",40.4086325764164,66.9637247687186,245.539357690439
"2444","adult","none",0,"none",51.1014698874794,174.282332376829,357.606237950604
"2445","young","none",0,"none",118.610332135389,52.2359049177837,281.68718364604
"2446","adult","none",0,"none",129.514840832936,151.54080116718,409.600430083528
"2447","adult","none",0,"none",133.678698603843,229.123637366107,495.283424837605
"2448","old","mild",6.23695097787767,"any",3588.86567178461,336.521969375299,4140.34099950691
"2449","adult","none",6.84915760951042,"any",2148.14495008678,208.927953031215,2525.261214255
"2450","young","none",0,"none",126.741034593451,80.2505733678281,331.604310325093
"2451","adult","none",0,"none",94.2132082659483,183.585945464743,387.218317462133
"2452","old","none",0,"none",94.902819062432,298.93720978598,539.55508969824
"2453","young","mild",0,"none",52.7983262712819,61.1947665790214,236.045899963958
"2454","adult","none",0,"none",99.0383137736257,166.299998870372,408.915154077913
"2455","young","none",0,"none",127.252699645859,61.2261955777321,315.538879120691
"2456","old","mild",7.49356455409583,"any",4314.87135317104,393.483449351388,4938.73437460358
"2457","old","mild",0,"none",126.704859876378,362.47702660623,626.081965730635
"2458","adult","none",4.03758764255369,"any",1375.8248621812,173.349009980875,1682.10240380196
"2459","young","none",0,"none",79.2500144231971,50.5239372339876,248.618504347209
"2460","old","none",0,"none",85.4115866710525,386.684155776509,611.641084549824
"2461","adult","none",0,"none",109.387556099764,145.950870830099,392.061186686591
"2462","old","none",0,"none",91.7705222705708,341.115005774088,561.973643612159
"2463","young","mild",0,"none",193.30648055082,62.7594072942575,378.222489776469
"2464","young","severe",0,"none",30.3138843627927,57.2179014356565,230.142500352049
"2465","old","none",8.56217482770822,"any",2644.17348678809,390.597468481973,3256.52810239533
"2466","adult","none",0,"none",90.0524892014244,165.735294266015,387.62857103447
"2467","adult","none",0,"none",100.504549061163,166.387268319688,399.672855555077
"2468","adult","none",0,"none",57.2829960122332,164.9143299208,354.681126349838
"2469","young","none",0,"none",44.9059124333824,62.6326545560475,237.093973554636
"2470","adult","none",0,"none",93.445618540885,177.625753204326,412.231736827115
"2471","adult","none",3.97071269021231,"any",1296.95779037064,181.876030028207,1627.80895204276
"2472","old","mild",0,"none",35.1119528516696,318.034279732958,494.42787041206
"2473","old","none",7.96743498447908,"any",2487.65579075494,421.788060687118,3099.63436592299
"2474","young","none",0,"none",98.5068385033768,61.2447116171423,278.407344140804
"2475","old","none",8.80428552532124,"any",2789.14719599229,298.658085392024,3293.7894546736
"2476","adult","none",7.53590643494252,"any",2399.24231143413,179.905320278388,2753.76789199558
"2477","young","severe",0,"none",-30.1992080577748,56.0586785823892,148.831650437696
"2478","adult","none",0,"none",108.311748425995,158.271641120331,404.558321031986
"2479","adult","none",5.4498649326379,"any",1752.064185275,189.679303089981,2105.69585584723
"2480","young","none",0,"none",135.349909285691,72.2158044963893,346.437904404008
"2481","old","mild",0,"none",86.666189798675,311.127745076229,537.848406759177
"2482","young","none",0,"none",113.673612811261,60.3999643652521,300.919295326935
"2483","young","none",1.53159485936353,"any",532.319805690619,44.5760226710226,719.638714769554
"2484","adult","none",0,"none",68.860913287629,201.075175194935,411.686511804121
"2485","old","mild",0,"none",120.56885584659,300.856651373828,572.663943647216
"2486","adult","none",0,"none",83.1619009689232,177.146733544769,396.85794521004
"2487","old","none",0,"none",98.4789093259889,394.796274414665,633.582776851111
"2488","young","none",0,"none",150.715180784491,68.1954634896965,339.923798434553
"2489","young","none",0,"none",129.242800085707,33.5563884505547,298.588957312056
"2490","young","none",0,"none",118.37269498067,48.3338851104103,292.396767580363
"2491","adult","none",4.09067882188518,"any",1344.58120424731,201.309982818685,1695.52281692431
"2492","old","mild",4.52616291448564,"any",2689.98888551792,309.329761271081,3187.25034493434
"2493","old","mild",0,"none",139.354567135433,297.198456968548,596.673471104151
"2494","young","none",0,"none",67.8546492583987,61.7918643591627,253.797658996185
"2495","adult","none",3.89181001036814,"any",1232.2828116644,202.143300323002,1583.26681914838
"2496","adult","none",2.00823878629087,"any",678.058268040729,203.457713620083,1027.25606223104
"2497","old","mild",5.25009689861228,"any",3007.66513235854,373.160403975184,3574.37233403021
"2498","young","none",0,"none",121.161469634402,61.82779496743,317.009550512954
"2499","young","none",0,"none",108.326351385054,36.5599797559673,263.085815990149
"2500","adult","none",4.68418491247179,"any",1495.82984868718,176.343855752774,1837.59506873518
"2501","adult","mild",0,"none",154.49068148786,185.074838503616,477.097257668329
"2502","adult","none",0,"none",83.8846129339894,190.867725069076,410.365751807942
"2503","adult","none",0,"none",115.117242210882,165.954077228316,414.473472150155
"2504","adult","none",0,"none",57.2133133279387,158.427049821149,345.300705530933
"2505","adult","severe",0,"none",-40.8280426072704,163.572916013143,261.509408749698
"2506","old","mild",7.08359011922105,"any",4000.27954462293,410.987547941114,4641.3289000637
"2507","young","none",1.38021944566429,"any",493.613062550564,69.9564588036281,692.957681023297
"2508","young","none",0,"none",62.5751193645308,45.5111927572308,227.034282816351
"2509","young","none",0,"none",46.0358560694408,73.8263115361438,254.195796386059
"2510","young","none",0,"none",64.875555855463,67.6980338996113,239.596275878429
"2511","adult","mild",0,"none",190.085784113055,213.569024097312,517.820199997949
"2512","young","none",0,"none",105.135057337317,65.5829865331074,299.149143247939
"2513","adult","none",0,"none",109.896127050744,176.14729469921,412.304086378807
"2514","old","none",5.72344118064155,"any",1798.09022101351,375.999402828735,2370.32948159445
"2515","old","mild",0,"none",49.6668626404537,462.539605045681,658.068082362152
"2516","adult","none",0,"none",84.8168078647384,185.896933199727,402.938044151494
"2517","old","none",10.4717462269332,"any",3243.50801645175,340.351514184113,3785.98633111056
"2518","adult","none",0,"none",119.909184657159,200.25974571312,441.513821701419
"2519","young","none",0,"none",114.045385004315,65.08228606543,297.236281855365
"2520","young","none",0,"none",130.877382218856,47.9119043843334,293.970360839214
"2521","old","none",7.19831127430954,"any",2278.33610554073,310.226741901683,2781.22589967356
"2522","old","none",0,"none",129.347022519367,378.41259562534,656.291145145596
"2523","old","none",0,"none",48.403096752763,322.68534580601,507.612186759347
"2524","old","none",0,"none",167.835817087195,339.561326633228,642.68851833047
"2525","adult","severe",0,"none",181.966925091018,210.804312229323,539.794606945336
"2526","adult","none",0,"none",147.007194886564,139.072945473163,412.704612340382
"2527","adult","none",0,"none",102.224880487679,149.810968175823,385.215636587056
"2528","young","mild",0,"none",175.095761486813,68.8143658870708,372.360002828677
"2529","adult","none",0,"none",63.0188893423415,196.764344523053,378.808046328277
"2530","adult","none",0,"none",78.261076956109,164.627005625584,371.404836480455
"2531","young","none",0,"none",96.2113501834634,49.8391622486478,274.425154317448
"2532","adult","none",5.89812674924165,"any",1922.06722666118,189.844929371256,2278.34287928427
"2533","adult","mild",0,"none",98.8301389213304,175.427218940169,429.625395214925
"2534","adult","none",0,"none",45.6179030398141,162.142144069446,331.765095656182
"2535","adult","none",0,"none",153.237000327804,195.446746239047,468.046873322505
"2536","adult","mild",0,"none",51.4038816901209,194.98700260288,384.018913193709
"2537","old","none",8.27545578239202,"any",2579.98153008111,429.949225552274,3212.66470010517
"2538","young","none",0,"none",63.0921807650453,68.9983956394095,272.48243477916
"2539","old","none",0,"none",82.3816907967172,391.352941377024,609.322675995115
"2540","old","none",0,"none",133.478670435092,349.505267084952,636.354346423339
"2541","old","severe",5.00412400567072,"any",4117.619286666,317.690876197374,4670.25260258194
"2542","adult","none",0,"none",79.425806602524,188.514324848408,388.191759045105
"2543","adult","none",0,"none",39.5386776495365,145.111927922203,314.04806589917
"2544","young","mild",0,"none",147.113702577623,67.2288144608347,355.38483031415
"2545","old","mild",0,"none",136.067079026979,354.053502077384,624.802493162252
"2546","old","mild",7.53254144783327,"any",4225.70489048532,324.455411031461,4785.59653803113
"2547","adult","none",0,"none",90.4624667404457,176.753372461007,400.352855251248
"2548","young","none",0,"none",109.022646090508,63.9635166856114,285.927807742971
"2549","young","none",0,"none",103.206948220027,56.058835837961,290.422583070114
"2550","young","none",0,"none",50.1060708548466,55.855444855803,221.607428657546
"2551","old","mild",7.80182209157227,"any",4305.72536157804,339.831700914022,4867.42830863505
"2552","young","none",0,"none",107.246403547385,71.104050393483,302.832761367357
"2553","young","none",0.229356044082266,"any",130.778269467008,48.2287997897652,307.92340226723
"2554","adult","mild",0,"none",42.5969366818021,222.837996199595,400.539203415081
"2555","adult","mild",0,"none",63.3346208578338,202.001987483144,393.932646364712
"2556","old","none",0,"none",42.0287936464092,368.14525292548,556.658392610628
"2557","adult","none",0,"none",121.225098618382,187.948789310063,438.949081886601
"2558","adult","none",0,"none",162.778919896513,150.073812637188,450.643682681673
"2559","adult","none",0,"none",67.9629827136695,190.62540660662,398.613693306518
"2560","adult","mild",0,"none",100.609204849793,200.48252488492,428.874719950215
"2561","old","none",0,"none",130.093100592379,376.300826406733,631.490455561774
"2562","adult","mild",0,"none",54.1423420221496,145.267450726695,332.010914578576
"2563","old","mild",0,"none",135.840133884059,410.455151697706,696.628211806492
"2564","adult","none",0,"none",59.3206629530633,155.287660535668,356.048435898544
"2565","young","none",0,"none",84.1438599584462,75.9093372225355,280.462310512199
"2566","young","none",0,"none",139.210761322032,69.6509969497848,328.700403520082
"2567","adult","none",4.26389464149583,"any",1377.99836742919,165.834881953845,1698.08876545036
"2568","young","none",0,"none",55.7723822710449,54.4238900459619,248.986018331751
"2569","old","mild",0,"none",113.930011397997,356.817188922428,623.890956548444
"2570","young","none",0,"none",133.122339279442,51.0125780992672,305.182609657757
"2571","adult","none",0,"none",138.852608072233,172.639310797075,457.838373811705
"2572","old","mild",0,"none",100.514822318042,373.988408184109,620.34735064485
"2573","young","none",0,"none",111.482850632997,42.2966529866714,271.245855217138
"2574","young","none",0,"none",60.6015657762974,75.7995118348597,254.892025393464
"2575","young","none",0,"none",95.313542843299,56.7510121353727,270.288457573381
"2576","young","none",0,"none",71.6054330634128,46.3855551191641,234.358674904855
"2577","adult","none",3.69556137794629,"any",1195.0976873044,191.805496522074,1519.71205983082
"2578","young","none",1.01461612962608,"any",440.397552200993,66.3598182695378,644.47865262485
"2579","adult","mild",5.26562882399219,"any",2976.53447658698,208.354074593176,3371.04268826387
"2580","young","none",0,"none",73.3089172873129,63.6669484306452,277.585222998171
"2581","adult","none",0,"none",86.0911524050176,190.185390049056,408.399185658596
"2582","young","none",0,"none",76.0013427066267,66.6078969807745,261.563731041551
"2583","young","none",0,"none",106.758231414916,71.7331369273744,296.428503927432
"2584","adult","none",4.32622396775438,"any",1376.81592964333,181.585542475098,1734.76730031188
"2585","young","none",0,"none",106.795406645265,51.3716529920976,292.622669767692
"2586","adult","mild",0,"none",-14.7773484732734,189.076316527008,286.158248230886
"2587","old","none",0,"none",112.170336181917,353.107658846168,614.27059923787
"2588","young","none",0,"none",97.202423578884,58.490946984476,256.290090797111
"2589","adult","mild",2.95636520528323,"any",1653.90291888435,172.197201422915,2014.96756018463
"2590","adult","none",0,"none",107.217249361638,196.350442086327,428.543803076205
"2591","young","severe",0,"none",-18.7586303561884,49.9347960348835,142.208938675203
"2592","young","none",0,"none",183.563830733361,62.0045413389688,371.948935026605
"2593","young","none",0,"none",96.729196775005,69.7519228373523,296.828035696895
"2594","adult","mild",0,"none",105.7007740099,172.560657833379,406.103994985786
"2595","young","none",0,"none",108.697574987271,62.5095212254914,303.272411332185
"2596","adult","none",0,"none",133.766506864169,154.096978013713,410.814249398053
"2597","old","none",0,"none",73.0582857135834,427.756570742781,643.107121709556
"2598","young","none",0,"none",126.571075151807,62.7798278088573,301.140539421419
"2599","adult","none",4.66852409889884,"any",1536.39514640711,199.538689141136,1924.23248174603
"2600","adult","none",0,"none",99.9664841686907,172.737462919648,382.866324645851
"2601","adult","mild",2.7552109859158,"any",1606.17288203505,183.836109390243,1954.60614472223
"2602","old","mild",7.88866359515222,"any",4354.58330433845,359.300728210579,4935.28506989134
"2603","adult","none",0,"none",104.386834540126,211.566911935271,445.856257433604
"2604","old","mild",0,"none",70.0051818850697,341.601315276841,542.062475354389
"2605","young","none",0,"none",143.443476038731,74.9757873190695,335.69313052091
"2606","old","mild",6.17099139946651,"any",3409.90462481259,370.674256250758,3983.95022866244
"2607","young","none",0,"none",70.7065284971557,40.252579277835,238.638411630901
"2608","adult","none",3.44553718660869,"any",1184.82533469677,162.426227296529,1491.92763554797
"2609","adult","none",0,"none",35.0088196011162,189.558080157165,359.659153954625
"2610","young","mild",0,"none",46.4177889908836,69.6275964778725,245.585349477898
"2611","young","none",1.90067285584454,"any",688.526688974108,46.3260003038495,882.56119882243
"2612","adult","none",0,"none",65.696171225616,182.077164587423,388.665632841883
"2613","adult","none",0,"none",143.865198170996,159.686812746576,441.657275548646
"2614","old","mild",3.45447603654365,"any",2013.4582858743,334.480642406926,2524.34099418703
"2615","adult","none",0,"none",116.6387511362,179.238465647199,429.521492342597
"2616","young","none",0,"none",48.3311431540713,60.8208251887539,237.904325063216
"2617","young","none",0,"none",81.3085358447954,57.7193291781733,259.10365078133
"2618","young","mild",0,"none",101.088473155853,70.2649521518971,296.515234550705
"2619","young","none",0,"none",51.5556366608211,78.0534735351479,253.479206518592
"2620","old","mild",0,"none",73.1951545088085,332.987032817181,536.75889135018
"2621","old","none",6.62519159466054,"any",2062.44105612733,358.827847368038,2614.51606996723
"2622","old","mild",0,"none",101.122996161985,397.656609971753,618.80255577918
"2623","young","none",0,"none",118.113937189004,65.577492812109,310.876844267507
"2624","old","mild",0,"none",142.733765732484,382.849574249852,653.932976631028
"2625","young","none",0,"none",77.9660396808631,73.2293528218917,290.154580408513
"2626","old","none",0,"none",16.4535325019302,327.174236662136,461.680734026637
"2627","young","none",0,"none",84.3965378345579,44.9517614771373,251.714743555894
"2628","young","none",0,"none",47.465699460528,46.0872483128602,206.182756837184
"2629","young","none",0,"none",114.493125677155,61.2818642954939,297.858414595182
"2630","adult","none",0,"none",146.976217070055,217.54687758017,508.321884203042
"2631","adult","none",4.13653093110257,"any",1347.31843395486,175.805341588954,1669.83506986621
"2632","adult","none",0,"none",74.7657213423851,155.774346982097,365.115955798125
"2633","young","none",0,"none",43.0698091690582,66.0872617005321,224.002292229906
"2634","adult","none",0,"none",93.8645498256184,145.622491049195,362.73439756658
"2635","adult","none",0,"none",78.683463687151,220.185389569723,451.724381800859
"2636","young","none",0,"none",61.7047208235825,69.5328893303187,248.851794631847
"2637","adult","none",0,"none",84.487670257814,175.191281314313,393.18620221012
"2638","young","none",0,"none",115.398254418104,50.9672078943642,272.334639367428
"2639","adult","none",0,"none",104.228063604914,200.377156639913,440.847682893988
"2640","adult","none",0,"none",122.014249864081,171.312943246921,420.297946282715
"2641","adult","mild",0,"none",115.216460002247,152.119260536836,387.738283126413
"2642","young","none",0,"none",102.640267692635,52.126716230085,293.738326445937
"2643","old","mild",4.89233442645694,"any",2705.79720266108,284.246357847736,3179.57165542814
"2644","adult","none",0,"none",114.736692729488,161.221470879451,419.381802410991
"2645","young","none",0,"none",138.736814619371,70.2758990020189,346.364318149087
"2646","young","none",0,"none",81.6772825880156,53.4215652020887,256.691028523713
"2647","young","mild",0,"none",67.1325937387944,65.67852811505,248.433088661764
"2648","old","severe",0,"none",40.4131942033445,387.229419412289,546.823414677162
"2649","old","mild",0,"none",201.118590160827,359.982926855014,704.290127331252
"2650","young","none",0,"none",148.747596287086,67.3278361258626,345.415715957981
"2651","adult","none",0,"none",123.349929352657,168.213321942775,417.36149310569
"2652","young","none",0,"none",97.7704889909113,55.2060028827117,299.307593982374
"2653","young","none",0,"none",79.8819759639597,66.2384290422541,252.340725791733
"2654","adult","none",4.37311109487831,"any",1418.49029809186,165.441015192597,1747.93089632721
"2655","adult","none",0,"none",98.9090827039118,198.046185909425,436.133587993281
"2656","adult","none",3.78299449930362,"any",1191.68913211457,184.363630606264,1528.24911874543
"2657","adult","none",4.89941212910896,"any",1604.27104567207,211.614872974702,1992.62848067081
"2658","adult","none",0,"none",101.303403396757,194.321867448827,429.435305790345
"2659","old","mild",0,"none",84.3457248370425,389.617806678972,606.855141017699
"2660","adult","none",3.18799373233645,"any",1158.67493003547,186.919090806664,1505.44693477727
"2661","adult","none",0,"none",141.813938818167,174.577497188476,455.588749893278
"2662","adult","none",0,"none",98.7399213495789,166.758576188652,400.302186745885
"2663","old","mild",7.20061655373643,"any",4078.36645766252,339.75855650843,4622.69174725151
"2664","young","none",0,"none",133.647198167365,48.2666025337465,302.501185517728
"2665","old","mild",7.37440892602047,"any",4127.48238035694,412.834611143488,4751.81815225091
"2666","adult","none",0,"none",125.450531685854,168.622174486072,439.328015378684
"2667","adult","none",5.73006415775768,"any",1794.05610984611,188.00445706189,2142.11650563918
"2668","adult","severe",0,"none",36.7325491937964,200.777548098395,370.963988237148
"2669","young","none",0,"none",100.049651786495,47.8231039281194,254.304181868602
"2670","adult","none",3.9675134410786,"any",1259.02796450902,220.783858988061,1619.37930816417
"2671","adult","none",3.98494675104136,"any",1332.1667593061,176.723254173073,1659.87720117285
"2672","adult","none",0,"none",95.551066958853,199.369906799539,407.362790629106
"2673","young","none",0,"none",78.3809345828263,55.6081714711788,271.309866724952
"2674","adult","none",0,"none",53.7001708411694,175.352113306074,354.687589429919
"2675","adult","none",0,"none",119.779801064881,150.915819630519,397.628046762207
"2676","old","mild",0,"none",139.876293510782,408.563316402442,683.77487199101
"2677","adult","none",4.41379833136262,"any",1439.49487900047,183.355590780526,1781.67097699187
"2678","young","none",0,"none",142.688903810613,53.5010508358271,322.589934731868
"2679","adult","mild",0,"none",102.189378602262,162.234202382527,394.918698683498
"2680","young","none",0,"none",148.184028755822,59.459206002832,319.986615179376
"2681","old","mild",0,"none",111.944183101721,317.722002600269,572.651205210589
"2682","old","mild",0,"none",158.362030396816,322.125976149297,628.423022105143
"2683","adult","none",0,"none",94.1405541481996,203.564007022342,434.919954941994
"2684","young","none",0,"none",109.561665921336,61.5266342686761,302.198803079063
"2685","adult","none",0,"none",80.3584257238457,169.160468802408,386.118893962236
"2686","adult","none",0,"none",164.846292093892,193.452099400162,495.575680229939
"2687","adult","none",0,"none",108.118871224636,202.810892202222,449.188234038478
"2688","adult","none",4.83506988763947,"any",1532.26690279161,172.873401652994,1870.54404580549
"2689","young","none",1.33871476691644,"any",483.501489857931,72.7086836515671,701.629269130939
"2690","young","none",0,"none",97.4662436885883,69.2036719866793,305.691554596646
"2691","old","none",8.59526610097681,"any",2617.39729090123,336.414377016923,3132.72725893442
